gcl_sequence_id	pire_sequence_id	extraction_id
PbA0102008B	Pba-ABur_020-Ex1-8B-lcwgs-1-1	Pba-ABur_020-Ex1
PbA0102004G	Pba-ATat_020-Ex1-4G-lcwgs-1-1	Pba-ATat_020-Ex1
PbA0102109B	Pba-ABur_021-Ex1-9B-lcwgs-1-1	Pba-ABur_021-Ex1
PbA0102105G	Pba-ATat_021-Ex1-5G-lcwgs-1-1	Pba-ATat_021-Ex1
PbA0102210B	Pba-ABur_022-Ex1-10B-lcwgs-1-1	Pba-ABur_022-Ex1
PbA0102311B	Pba-ABur_023-Ex1-11B-lcwgs-1-1	Pba-ABur_023-Ex1
PbA0102412B	Pba-ABur_024-Ex1-12B-lcwgs-1-1	Pba-ABur_024-Ex1
PbA0102501C	Pba-ABur_025-Ex1-1C-lcwgs-1-1	Pba-ABur_025-Ex1
PbA0102602C	Pba-ABur_026-Ex1-2C-lcwgs-1-1	Pba-ABur_026-Ex1
PbA0102703C	Pba-ABur_027-Ex1-3C-lcwgs-1-1	Pba-ABur_027-Ex1
PbA0102804C	Pba-ABur_028-Ex1-4C-lcwgs-1-1	Pba-ABur_028-Ex1
PbA0102905C	Pba-ABur_029-Ex1-5C-lcwgs-1-1	Pba-ABur_029-Ex1
PbA0103006C	Pba-ABur_030-Ex1-6C-lcwgs-1-1	Pba-ABur_030-Ex1
PbA0103107C	Pba-ABur_031-Ex1-7C-lcwgs-1-1	Pba-ABur_031-Ex1
PbA0103208C	Pba-ABur_032-Ex1-8C-lcwgs-1-1	Pba-ABur_032-Ex1
PbA0103309C	Pba-ABur_033-Ex1-9C-lcwgs-1-1	Pba-ABur_033-Ex1
PbA0103410C	Pba-ABur_034-Ex1-10C-lcwgs-1-1	Pba-ABur_034-Ex1
PbA0103611C	Pba-ABur_036-Ex1-11C-lcwgs-1-1	Pba-ABur_036-Ex1
PbA0103712C	Pba-ABur_037-Ex1-12C-lcwgs-1-1	Pba-ABur_037-Ex1
PbA0103801D	Pba-ABur_038-Ex1-1D-lcwgs-1-1	Pba-ABur_038-Ex1
PbA0103902D	Pba-ABur_039-Ex1-2D-lcwgs-1-1	Pba-ABur_039-Ex1
PbA0104003D	Pba-ABur_040-Ex1-3D-lcwgs-1-1	Pba-ABur_040-Ex1
PbA0104104D	Pba-ABur_041-Ex1-4D-lcwgs-1-1	Pba-ABur_041-Ex1
PbA0104205D	Pba-ABur_042-Ex1-5D-lcwgs-1-1	Pba-ABur_042-Ex1
PbA0104306D	Pba-ABur_043-Ex1-6D-lcwgs-1-1	Pba-ABur_043-Ex1
PbA0104407D	Pba-ABur_044-Ex1-7D-lcwgs-1-1	Pba-ABur_044-Ex1
PbA0104508D	Pba-ABur_045-Ex1-8D-lcwgs-1-1	Pba-ABur_045-Ex1
PbA0104609D	Pba-ABur_046-Ex1-9D-lcwgs-1-1	Pba-ABur_046-Ex1
PbA0104710D	Pba-ABur_047-Ex1-10D-lcwgs-1-1	Pba-ABur_047-Ex1
PbA0104811D	Pba-ABur_048-Ex1-11D-lcwgs-1-1	Pba-ABur_048-Ex1
PbA0104912D	Pba-ABur_049-Ex1-12D-lcwgs-1-1	Pba-ABur_049-Ex1
PbA0105001E	Pba-ABur_050-Ex1-1E-lcwgs-1-1	Pba-ABur_050-Ex1
PbA0105102E	Pba-ABur_051-Ex1-2E-lcwgs-1-1	Pba-ABur_051-Ex1
PbA0105203E	Pba-ABur_052-Ex1-3E-lcwgs-1-1	Pba-ABur_052-Ex1
PbA0105304E	Pba-ABur_053-Ex1-4E-lcwgs-1-1	Pba-ABur_053-Ex1
PbA0105405E	Pba-ABur_054-Ex1-5E-lcwgs-1-1	Pba-ABur_054-Ex1
PbA0105506E	Pba-ABur_055-Ex1-6E-lcwgs-1-1	Pba-ABur_055-Ex1
PbA0105607E	Pba-ABur_056-Ex1-7E-lcwgs-1-1	Pba-ABur_056-Ex1
PbA0105708E	Pba-ABur_057-Ex1-8E-lcwgs-1-1	Pba-ABur_057-Ex1
PbA0700108G	Pba-AGal_001-Ex1-8G-lcwgs-1-1	Pba-AGal_001-Ex1
PbA0700103F	Pba-AMar_001-Ex1-3F-lcwgs-1-1	Pba-AMar_001-Ex1
PbA0700208H	Pba-AGal_001-Ex1-8H-lcwgs-1-1	Pba-AGal_001-Ex1
PbA0700203G	Pba-AMar_002-Ex1-3G-lcwgs-1-1	Pba-AMar_002-Ex1
PbA0700309A	Pba-AGal_002-Ex1-9A-lcwgs-1-1	Pba-AGal_002-Ex1
PbA0700303H	Pba-AMar_003-Ex1-3H-lcwgs-1-1	Pba-AMar_003-Ex1
PbA0700409B	Pba-AGal_003-Ex1-9B-lcwgs-1-1	Pba-AGal_003-Ex1
PbA0700404A	Pba-AMar_004-Ex1-4A-lcwgs-1-1	Pba-AMar_004-Ex1
PbA0700510G	Pba-AGal_004-Ex1-10G-lcwgs-1-1	Pba-AGal_004-Ex1
PbA0700504B	Pba-AMar_005-Ex1-4B-lcwgs-1-1	Pba-AMar_005-Ex1
PbA0700609D	Pba-AGal_005-Ex1-9D-lcwgs-1-1	Pba-AGal_005-Ex1
PbA0700604C	Pba-AMar_006-Ex1-4C-lcwgs-1-1	Pba-AMar_006-Ex1
PbA0700709E	Pba-AGal_006-Ex1-9E-lcwgs-1-1	Pba-AGal_006-Ex1
PbA0700704D	Pba-AMar_007-Ex1-4D-lcwgs-1-1	Pba-AMar_007-Ex1
PbA0700809F	Pba-AGal_007-Ex1-9F-lcwgs-1-1	Pba-AGal_007-Ex1
PbA0700804E	Pba-AMar_008-Ex1-4E-lcwgs-1-1	Pba-AMar_008-Ex1
PbA0700909G	Pba-AGal_008-Ex1-9G-lcwgs-1-1	Pba-AGal_008-Ex1
PbA0700904F	Pba-AMar_009-Ex1-4F-lcwgs-1-1	Pba-AMar_009-Ex1
PbA0701009H	Pba-AGal_009-Ex1-9H-lcwgs-1-1	Pba-AGal_009-Ex1
PbA0701004G	Pba-AMar_010-Ex1-4G-lcwgs-1-1	Pba-AMar_010-Ex1
PbA0701110A	Pba-AGal_010-Ex1-10A-lcwgs-1-1	Pba-AGal_010-Ex1
PbA0701104H	Pba-AMar_011-Ex1-4H-lcwgs-1-1	Pba-AMar_011-Ex1
PbA0701210B	Pba-AGal_011-Ex1-10B-lcwgs-1-1	Pba-AGal_011-Ex1
PbA0701205A	Pba-AMar_012-Ex1-5A-lcwgs-1-1	Pba-AMar_012-Ex1
PbA0701310C	Pba-AGal_013-Ex1-10C-lcwgs-1-1	Pba-AGal_013-Ex1
PbA0701305B	Pba-AMar_013-Ex1-5B-lcwgs-1-1	Pba-AMar_013-Ex1
PbA0701410D	Pba-AGal_014-Ex1-10D-lcwgs-1-1	Pba-AGal_014-Ex1
PbA0701405C	Pba-AMar_014-Ex1-5C-lcwgs-1-1	Pba-AMar_014-Ex1
PbA0701510E	Pba-AGal_015-Ex1-10E-lcwgs-1-1	Pba-AGal_015-Ex1
PbA0701610F	Pba-AGal_016-Ex1-10F-lcwgs-1-1	Pba-AGal_016-Ex1
PbA0701709C	Pba-AGal_017-Ex1-9C-lcwgs-1-1	Pba-AGal_017-Ex1
PbA0701810H	Pba-AGal_018-Ex1-10H-lcwgs-1-1	Pba-AGal_018-Ex1
PbA0701911A	Pba-AGal_019-Ex1-11A-lcwgs-1-1	Pba-AGal_019-Ex1
PbA0702011B	Pba-AGal_020-Ex1-11B-lcwgs-1-1	Pba-AGal_020-Ex1
PbA0800107H	Pba-ABir_001-Ex1-7H-lcwgs-1-1	Pba-ABir_001-Ex1
PbA0800107E	Pba-APal_001-Ex1-7E-lcwgs-1-1	Pba-APal_001-Ex1
PbA0800208H	Pba-ABir_002-Ex1-8H-lcwgs-1-1	Pba-ABir_002-Ex1
PbA0800207F	Pba-APal_002-Ex1-7F-lcwgs-1-1	Pba-APal_002-Ex1
PbA0800309H	Pba-ABir_003-Ex1-9H-lcwgs-1-1	Pba-ABir_003-Ex1
PbA0800307G	Pba-APal_003-Ex1-7G-lcwgs-1-1	Pba-APal_003-Ex1
PbA0800410H	Pba-ABir_004-Ex1-10H-lcwgs-1-1	Pba-ABir_004-Ex1
PbA0800407H	Pba-APal_004-Ex1-7H-lcwgs-1-1	Pba-APal_004-Ex1
PbA0800511H	Pba-ABir_005-Ex1-11H-lcwgs-1-1	Pba-ABir_005-Ex1
PbA0800508A	Pba-APal_005-Ex1-8A-lcwgs-1-1	Pba-APal_005-Ex1
PbA0800612H	Pba-ABir_006-Ex1-12H-lcwgs-1-1	Pba-ABir_006-Ex1
PbA0800608B	Pba-APal_006-Ex1-8B-lcwgs-1-1	Pba-APal_006-Ex1
PbA0800705B	Pba-ABir_007-Ex1-5B-lcwgs-1-1	Pba-ABir_007-Ex1
PbA0800708C	Pba-APal_007-Ex1-8C-lcwgs-1-1	Pba-APal_007-Ex1
PbA0800808D	Pba-APal_008-Ex1-8D-lcwgs-1-1	Pba-APal_008-Ex1
PbA0800905D	Pba-ABir_009-Ex1-5D-lcwgs-1-1	Pba-ABir_009-Ex1
PbA0800908E	Pba-APal_009-Ex1-8E-lcwgs-1-1	Pba-APal_009-Ex1
PbA0801005E	Pba-ABir_010-Ex1-5E-lcwgs-1-1	Pba-ABir_010-Ex1
PbA0801008F	Pba-APal_010-Ex1-8F-lcwgs-1-1	Pba-APal_010-Ex1
PbA0801105F	Pba-ABir_011-Ex1-5F-lcwgs-1-1	Pba-ABir_011-Ex1
PbA0801205G	Pba-ABir_012-Ex1-5G-lcwgs-1-1	Pba-ABir_012-Ex1
PbA0801305H	Pba-ABir_013-Ex1-5H-lcwgs-1-1	Pba-ABir_013-Ex1
PbA0801406A	Pba-ABir_014-Ex1-6A-lcwgs-1-1	Pba-ABir_014-Ex1
PbC0100111C	Pba-CVer_001-Ex2-11C-lcwgs-1-1	Pba-CVer_001-Ex2
PbC0100211D	Pba-CVer_002-Ex2-11D-lcwgs-1-1	Pba-CVer_002-Ex2
PbC0100311E	Pba-CVer_003-Ex2-11E-lcwgs-1-1	Pba-CVer_003-Ex2
PbC0100411F	Pba-CVer_004-Ex2-11F-lcwgs-1-1	Pba-CVer_004-Ex2
PbC0100511G	Pba-CVer_005-Ex2-11G-lcwgs-1-1	Pba-CVer_005-Ex2
PbC0100611H	Pba-CVer_006-Ex2-11H-lcwgs-1-1	Pba-CVer_006-Ex2
PbC0100712A	Pba-CVer_007-Ex2-12A-lcwgs-1-1	Pba-CVer_007-Ex2
PbC0100812B	Pba-CVer_008-Ex2-12B-lcwgs-1-1	Pba-CVer_008-Ex2
PbC0101212D	Pba-CVer_012-Ex2-12D-lcwgs-1-1	Pba-CVer_012-Ex2
PbC0102012E	Pba-CVer_020-Ex2-12E-lcwgs-1-1	Pba-CVer_020-Ex2
PbC0102112F	Pba-CVer_021-Ex2-12F-lcwgs-1-1	Pba-CVer_021-Ex2
PbC0102212G	Pba-CVer_022-Ex2-12G-lcwgs-1-1	Pba-CVer_022-Ex2
PbC0102312H	Pba-CVer_023-Ex2-12H-lcwgs-1-1	Pba-CVer_023-Ex2
PbC0102401A	Pba-CVer_024-Ex2-1A-lcwgs-1-1	Pba-CVer_024-Ex2
PbC0103201B	Pba-CVer_032-Ex2-1B-lcwgs-1-1	Pba-CVer_032-Ex2
PbC0103301C	Pba-CVer_033-Ex2-1C-lcwgs-1-1	Pba-CVer_033-Ex2
PbC0103401D	Pba-CVer_034-Ex2-1D-lcwgs-1-1	Pba-CVer_034-Ex2
PbC0103609C	Pba-CVer_036-Ex1-9C-lcwgs-1-1	Pba-CVer_036-Ex1
PbC0103901E	Pba-CVer_039-Ex2-1E-lcwgs-1-1	Pba-CVer_039-Ex2
PbC0104401F	Pba-CVer_044-Ex2-1F-lcwgs-1-1	Pba-CVer_044-Ex2
PbC0104601G	Pba-CVer_046-Ex2-1G-lcwgs-1-1	Pba-CVer_046-Ex2
PbC0104701H	Pba-CVer_047-Ex2-1H-lcwgs-1-1	Pba-CVer_047-Ex2
PbC0104802A	Pba-CVer_048-Ex2-2A-lcwgs-1-1	Pba-CVer_048-Ex2
PbC0104909D	Pba-CVer_049-Ex1-9D-lcwgs-1-1	Pba-CVer_049-Ex1
PbC0105109E	Pba-CVer_051-Ex1-9E-lcwgs-1-1	Pba-CVer_051-Ex1
PbC0105702B	Pba-CVer_057-Ex2-2B-lcwgs-1-1	Pba-CVer_057-Ex2
PbC0105809F	Pba-CVer_058-Ex1-9F-lcwgs-1-1	Pba-CVer_058-Ex1
PbC0105909G	Pba-CVer_059-Ex1-9G-lcwgs-1-1	Pba-CVer_059-Ex1
PbC0106002C	Pba-CVer_060-Ex2-2C-lcwgs-1-1	Pba-CVer_060-Ex2
PbC0106802E	Pba-CVer_068-Ex2-2E-lcwgs-1-1	Pba-CVer_068-Ex2
PbC0106902F	Pba-CVer_069-Ex2-2F-lcwgs-1-1	Pba-CVer_069-Ex2
PbC0107109H	Pba-CVer_071-Ex1-9H-lcwgs-1-1	Pba-CVer_071-Ex1
PbC0107202H	Pba-CVer_072-Ex2-2H-lcwgs-1-1	Pba-CVer_072-Ex2
PbC0107310A	Pba-CVer_073-Ex1-10A-lcwgs-1-1	Pba-CVer_073-Ex1
PbC0107510C	Pba-CVer_075-Ex1-10C-lcwgs-1-1	Pba-CVer_075-Ex1
PbC0107603A	Pba-CVer_076-Ex2-3A-lcwgs-1-1	Pba-CVer_076-Ex2
PbC0108210D	Pba-CVer_082-Ex1-10D-lcwgs-1-1	Pba-CVer_082-Ex1
PbC0108310E	Pba-CVer_083-Ex1-10E-lcwgs-1-1	Pba-CVer_083-Ex1
PbC0108410F	Pba-CVer_084-Ex1-10F-lcwgs-1-1	Pba-CVer_084-Ex1
PbC0108510G	Pba-CVer_085-Ex1-10G-lcwgs-1-1	Pba-CVer_085-Ex1
PbC0109203D	Pba-CVer_092-Ex2-3D-lcwgs-1-1	Pba-CVer_092-Ex2
PbC0109303E	Pba-CVer_093-Ex2-3E-lcwgs-1-1	Pba-CVer_093-Ex2
PbC0109410H	Pba-CVer_094-Ex1-10H-lcwgs-1-1	Pba-CVer_094-Ex1
PbC0109511A	Pba-CVer_095-Ex1-11A-lcwgs-1-1	Pba-CVer_095-Ex1
PbC0109611B	Pba-CVer_096-Ex1-11B-lcwgs-1-1	Pba-CVer_096-Ex1
PbC0200901D	Pba-CTat_009-Ex1-1D-lcwgs-1-1	Pba-CTat_009-Ex1
PbC0201006B	Pba-CTat_010-Ex1-6B-lcwgs-1-1	Pba-CTat_010-Ex1
PbC0201202H	Pba-CTat_012-Ex1-2H-lcwgs-1-1	Pba-CTat_012-Ex1
PbC0201305H	Pba-CTat_013-Ex1-5H-lcwgs-1-1	Pba-CTat_013-Ex1
PbC0201501C	Pba-CTat_015-Ex1-1C-lcwgs-1-1	Pba-CTat_015-Ex1
PbC0201604E	Pba-CTat_016-Ex1-4E-lcwgs-1-1	Pba-CTat_016-Ex1
PbC0201704D	Pba-CTat_017-Ex1-4D-lcwgs-1-1	Pba-CTat_017-Ex1
PbC0201801E	Pba-CTat_018-Ex1-1E-lcwgs-1-1	Pba-CTat_018-Ex1
PbC0201905F	Pba-CTat_019-Ex1-5F-lcwgs-1-1	Pba-CTat_019-Ex1
PbC0202008B	Pba-CTat_020-Ex1-8B-lcwgs-1-1	Pba-CTat_020-Ex1
PbC0202103A	Pba-CTat_021-Ex1-3A-lcwgs-1-1	Pba-CTat_021-Ex1
PbC0202205G	Pba-CTat_022-Ex1-5G-lcwgs-1-1	Pba-CTat_022-Ex1
PbC0202304G	Pba-CTat_023-Ex1-4G-lcwgs-1-1	Pba-CTat_023-Ex1
PbC0202402B	Pba-CTat_024-Ex1-2B-lcwgs-1-1	Pba-CTat_024-Ex1
PbC0202507G	Pba-CTat_025-Ex1-7G-lcwgs-1-1	Pba-CTat_025-Ex1
PbC0202608G	Pba-CTat_026-Ex1-8G-lcwgs-1-1	Pba-CTat_026-Ex1
PbC0202702E	Pba-CTat_027-Ex1-2E-lcwgs-1-1	Pba-CTat_027-Ex1
PbC0202905D	Pba-CTat_029-Ex1-5D-lcwgs-1-1	Pba-CTat_029-Ex1
PbC0203208E	Pba-CTat_032-Ex1-8E-lcwgs-1-1	Pba-CTat_032-Ex1
PbC0203301A	Pba-CTat_033-Ex1-1A-lcwgs-1-1	Pba-CTat_033-Ex1
PbC0203407F	Pba-CTat_034-Ex1-7F-lcwgs-1-1	Pba-CTat_034-Ex1
PbC0203602A	Pba-CTat_036-Ex1-2A-lcwgs-1-1	Pba-CTat_036-Ex1
PbC0203704A	Pba-CTat_037-Ex1-4A-lcwgs-1-1	Pba-CTat_037-Ex1
PbC0203807D	Pba-CTat_038-Ex1-7D-lcwgs-1-1	Pba-CTat_038-Ex1
PbC0203903F	Pba-CTat_039-Ex1-3F-lcwgs-1-1	Pba-CTat_039-Ex1
PbC0204107E	Pba-CTat_041-Ex1-7E-lcwgs-1-1	Pba-CTat_041-Ex1
PbC0204503C	Pba-CTat_045-Ex1-3C-lcwgs-1-1	Pba-CTat_045-Ex1
PbC0204603G	Pba-CTat_046-Ex1-3G-lcwgs-1-1	Pba-CTat_046-Ex1
PbC0204708A	Pba-CTat_047-Ex1-8A-lcwgs-1-1	Pba-CTat_047-Ex1
PbC0204804C	Pba-CTat_048-Ex1-4C-lcwgs-1-1	Pba-CTat_048-Ex1
PbC0204902D	Pba-CTat_049-Ex1-2D-lcwgs-1-1	Pba-CTat_049-Ex1
PbC0205006D	Pba-CTat_050-Ex1-6D-lcwgs-1-1	Pba-CTat_050-Ex1
PbC0205107A	Pba-CTat_051-Ex1-7A-lcwgs-1-1	Pba-CTat_051-Ex1
PbC0205203B	Pba-CTat_052-Ex1-3B-lcwgs-1-1	Pba-CTat_052-Ex1
PbC0205305E	Pba-CTat_053-Ex1-5E-lcwgs-1-1	Pba-CTat_053-Ex1
PbC0205406E	Pba-CTat_054-Ex1-6E-lcwgs-1-1	Pba-CTat_054-Ex1
PbC0205502F	Pba-CTat_055-Ex1-2F-lcwgs-1-1	Pba-CTat_055-Ex1
PbC0205608C	Pba-CTat_056-Ex1-8C-lcwgs-1-1	Pba-CTat_056-Ex1
PbC0205801H	Pba-CTat_058-Ex1-1H-lcwgs-1-1	Pba-CTat_058-Ex1
PbC0205908H	Pba-CTat_059-Ex1-8H-lcwgs-1-1	Pba-CTat_059-Ex1
PbC0206006F	Pba-CTat_060-Ex1-6F-lcwgs-1-1	Pba-CTat_060-Ex1
PbC0206102C	Pba-CTat_061-Ex1-2C-lcwgs-1-1	Pba-CTat_061-Ex1
PbC0206207C	Pba-CTat_062-Ex1-7C-lcwgs-1-1	Pba-CTat_062-Ex1
PbC0206308D	Pba-CTat_063-Ex1-8D-lcwgs-1-1	Pba-CTat_063-Ex1
PbC0206401G	Pba-CTat_064-Ex1-1G-lcwgs-1-1	Pba-CTat_064-Ex1
PbC0206506G	Pba-CTat_065-Ex1-6G-lcwgs-1-1	Pba-CTat_065-Ex1
PbC0206904H	Pba-CTat_069-Ex1-4H-lcwgs-1-1	Pba-CTat_069-Ex1
PbC0207204F	Pba-CTat_072-Ex1-4F-lcwgs-1-1	Pba-CTat_072-Ex1
PbC0207303D	Pba-CTat_073-Ex1-3D-lcwgs-1-1	Pba-CTat_073-Ex1
PbC0207407B	Pba-CTat_074-Ex1-7B-lcwgs-1-1	Pba-CTat_074-Ex1
PbC0207506A	Pba-CTat_075-Ex1-6A-lcwgs-1-1	Pba-CTat_075-Ex1
PbC0207705B	Pba-CTat_077-Ex1-5B-lcwgs-1-1	Pba-CTat_077-Ex1
PbC0207805A	Pba-CTat_078-Ex1-5A-lcwgs-1-1	Pba-CTat_078-Ex1
PbC0208202G	Pba-CTat_082-Ex1-2G-lcwgs-1-1	Pba-CTat_082-Ex1
PbC0208304B	Pba-CTat_083-Ex1-4B-lcwgs-1-1	Pba-CTat_083-Ex1
PbC0208406H	Pba-CTat_084-Ex1-6H-lcwgs-1-1	Pba-CTat_084-Ex1
PbC0208501F	Pba-CTat_085-Ex1-1F-lcwgs-1-1	Pba-CTat_085-Ex1
PbC0208608F	Pba-CTat_086-Ex1-8F-lcwgs-1-1	Pba-CTat_086-Ex1
PbC0208705C	Pba-CTat_087-Ex1-5C-lcwgs-1-1	Pba-CTat_087-Ex1
PbC0208803E	Pba-CTat_088-Ex1-3E-lcwgs-1-1	Pba-CTat_088-Ex1
PbC0209203H	Pba-CTat_092-Ex1-3H-lcwgs-1-1	Pba-CTat_092-Ex1
PbC0209307H	Pba-CTat_093-Ex1-7H-lcwgs-1-1	Pba-CTat_093-Ex1
PbC0209401B	Pba-CTat_094-Ex1-1B-lcwgs-1-1	Pba-CTat_094-Ex1
PbC0209506C	Pba-CTat_095-Ex1-6C-lcwgs-1-1	Pba-CTat_095-Ex1
PbC1000307C	Pba-CCab_003-Ex1-7C-lcwgs-1-1	Pba-CCab_003-Ex1
PbC1000609C	Pba-CCab_006-Ex1-9C-lcwgs-1-1	Pba-CCab_006-Ex1
PbC1000906A	Pba-CCab_009-Ex1-6A-lcwgs-1-1	Pba-CCab_009-Ex1
PbC1001209A	Pba-CCab_012-Ex1-9A-lcwgs-1-1	Pba-CCab_012-Ex1
PbC1001604C	Pba-CCab_016-Ex1-4C-lcwgs-1-1	Pba-CCab_016-Ex1
PbC1001905B	Pba-CCab_019-Ex1-5B-lcwgs-1-1	Pba-CCab_019-Ex1
PbC1002006C	Pba-CCab_020-Ex1-6C-lcwgs-1-1	Pba-CCab_020-Ex1
PbC1002112C	Pba-CCab_021-Ex1-12C-lcwgs-1-1	Pba-CCab_021-Ex1
PbC1002306B	Pba-CCab_023-Ex1-6B-lcwgs-1-1	Pba-CCab_023-Ex1
PbC1002404B	Pba-CCab_024-Ex1-4B-lcwgs-1-1	Pba-CCab_024-Ex1
PbC1002603C	Pba-CCab_026-Ex1-3C-lcwgs-1-1	Pba-CCab_026-Ex1
PbC1002701D	Pba-CCab_027-Ex1-1D-lcwgs-1-1	Pba-CCab_027-Ex1
PbC1002810C	Pba-CCab_028-Ex1-10C-lcwgs-1-1	Pba-CCab_028-Ex1
PbC1002901A	Pba-CCab_029-Ex1-1A-lcwgs-1-1	Pba-CCab_029-Ex1
PbC1003002C	Pba-CCab_030-Ex1-2C-lcwgs-1-1	Pba-CCab_030-Ex1
PbC1003202B	Pba-CCab_032-Ex1-2B-lcwgs-1-1	Pba-CCab_032-Ex1
PbC1003311B	Pba-CCab_033-Ex1-11B-lcwgs-1-1	Pba-CCab_033-Ex1
PbC1003701C	Pba-CCab_037-Ex1-1C-lcwgs-1-1	Pba-CCab_037-Ex1
PbC1003909B	Pba-CCab_039-Ex1-9B-lcwgs-1-1	Pba-CCab_039-Ex1
PbC1004108C	Pba-CCab_041-Ex1-8C-lcwgs-1-1	Pba-CCab_041-Ex1
PbC1004212B	Pba-CCab_042-Ex1-12B-lcwgs-1-1	Pba-CCab_042-Ex1
PbC1004311C	Pba-CCab_043-Ex1-11C-lcwgs-1-1	Pba-CCab_043-Ex1
PbC1004408B	Pba-CCab_044-Ex1-8B-lcwgs-1-1	Pba-CCab_044-Ex1
PbC1004503B	Pba-CCab_045-Ex1-3B-lcwgs-1-1	Pba-CCab_045-Ex1
PbC1004708A	Pba-CCab_047-Ex1-8A-lcwgs-1-1	Pba-CCab_047-Ex1
PbC1004907A	Pba-CCab_049-Ex1-7A-lcwgs-1-1	Pba-CCab_049-Ex1
PbC1005010A	Pba-CCab_050-Ex1-10A-lcwgs-1-1	Pba-CCab_050-Ex1
PbC1005112A	Pba-CCab_051-Ex1-12A-lcwgs-1-1	Pba-CCab_051-Ex1
PbC1005210B	Pba-CCab_052-Ex1-10B-lcwgs-1-1	Pba-CCab_052-Ex1
PbC1005307B	Pba-CCab_053-Ex1-7B-lcwgs-1-1	Pba-CCab_053-Ex1
PbC1005405A	Pba-CCab_054-Ex1-5A-lcwgs-1-1	Pba-CCab_054-Ex1
PbC1005602A	Pba-CCab_056-Ex1-2A-lcwgs-1-1	Pba-CCab_056-Ex1
PbC1006003A	Pba-CCab_060-Ex1-3A-lcwgs-1-1	Pba-CCab_060-Ex1
PbC1006205C	Pba-CCab_062-Ex1-5C-lcwgs-1-1	Pba-CCab_062-Ex1
PbC1006311A	Pba-CCab_063-Ex1-11A-lcwgs-1-1	Pba-CCab_063-Ex1
PbC1006401B	Pba-CCab_064-Ex1-1B-lcwgs-1-1	Pba-CCab_064-Ex1
PbC1006604A	Pba-CCab_066-Ex1-4A-lcwgs-1-1	Pba-CCab_066-Ex1
PbC1006608B	Pba-CCab_066-Ex1-8B-lcwgs-1-1	Pba-CCab_097-Ex1
PbC1006708C	Pba-CCab_067-Ex1-8C-lcwgs-1-1	Pba-CCab_067-Ex1
PbC1006808D	Pba-CCab_068-Ex1-8D-lcwgs-1-1	Pba-CCab_068-Ex1
PbC1006908E	Pba-CCab_069-Ex1-8E-lcwgs-1-1	Pba-CCab_069-Ex1
PbC1007008F	Pba-CCab_070-Ex1-8F-lcwgs-1-1	Pba-CCab_070-Ex1
PbC1007108G	Pba-CCab_071-Ex1-8G-lcwgs-1-1	Pba-CCab_071-Ex1
PbC1007208H	Pba-CCab_072-Ex1-8H-lcwgs-1-1	Pba-CCab_072-Ex1
PbC1007309A	Pba-CCab_073-Ex1-9A-lcwgs-1-1	Pba-CCab_073-Ex1
PbC1007409B	Pba-CCab_074-Ex1-9B-lcwgs-1-1	Pba-CCab_074-Ex1
PbC1007509C	Pba-CCab_075-Ex1-9C-lcwgs-1-1	Pba-CCab_075-Ex1
PbC1007609D	Pba-CCab_076-Ex1-9D-lcwgs-1-1	Pba-CCab_076-Ex1
PbC1007709E	Pba-CCab_077-Ex1-9E-lcwgs-1-1	Pba-CCab_077-Ex1
PbC1007809F	Pba-CCab_078-Ex1-9F-lcwgs-1-1	Pba-CCab_078-Ex1
PbC1007909G	Pba-CCab_079-Ex1-9G-lcwgs-1-1	Pba-CCab_079-Ex1
PbC1008009H	Pba-CCab_080-Ex1-9H-lcwgs-1-1	Pba-CCab_080-Ex1
PbC1008110A	Pba-CCab_081-Ex1-10A-lcwgs-1-1	Pba-CCab_081-Ex1
PbC1008210B	Pba-CCab_082-Ex1-10B-lcwgs-1-1	Pba-CCab_082-Ex1
PbC1008310C	Pba-CCab_083-Ex1-10C-lcwgs-1-1	Pba-CCab_083-Ex1
PbC1008410D	Pba-CCab_084-Ex1-10D-lcwgs-1-1	Pba-CCab_084-Ex1
PbC1008510E	Pba-CCab_085-Ex1-10E-lcwgs-1-1	Pba-CCab_085-Ex1
PbC1008610F	Pba-CCab_086-Ex1-10F-lcwgs-1-1	Pba-CCab_086-Ex1
PbC1008710G	Pba-CCab_087-Ex1-10G-lcwgs-1-1	Pba-CCab_087-Ex1
PbC1008810H	Pba-CCab_088-Ex1-10H-lcwgs-1-1	Pba-CCab_088-Ex1
PbC1008911A	Pba-CCab_089-Ex1-11A-lcwgs-1-1	Pba-CCab_089-Ex1
PbC1009011B	Pba-CCab_090-Ex1-11B-lcwgs-1-1	Pba-CCab_090-Ex1
PbC1009111C	Pba-CCab_091-Ex1-11C-lcwgs-1-1	Pba-CCab_091-Ex1
PbC1009211D	Pba-CCab_092-Ex1-11D-lcwgs-1-1	Pba-CCab_092-Ex1
PbC1009311E	Pba-CCab_093-Ex1-11E-lcwgs-1-1	Pba-CCab_093-Ex1
PbC1009411F	Pba-CCab_094-Ex1-11F-lcwgs-1-1	Pba-CCab_094-Ex1
PbC1009511G	Pba-CCab_095-Ex1-11G-lcwgs-1-1	Pba-CCab_095-Ex1
PbC1009611H	Pba-CCab_096-Ex1-11H-lcwgs-1-1	Pba-CCab_096-Ex1
PbC1100105A	Pba-CMas_001-Ex1-5A-lcwgs-1-1	Pba-CMas_001-Ex1
